#time (s),dt,v (m/s),w (rad/s),uvv,uvw,uwv,uww
115.9,0.1,-0.050217560900763,0.083710313235708,0.003,0,0,0.003
116,0.1,0.089385865515263,0.119189757858165,0.003,0,0,0.003
116.1,0.1,-0.003771434829867,0.09604947637826,0.003,0,0,0.003
116.2,0.1,0.081780804545336,0.140521898581528,0.003,0,0,0.003
116.3,0.1,0.032033033446542,0.047047986066134,0.003,0,0,0.003
116.4,0.1,-0.072213263375848,0.103898382149812,0.003,0,0,0.003
116.5,0.1,0.086900557308553,0.004679525212301,0.003,0,0,0.003
116.6,0.1,0.036402528118693,0.160058354442649,0.003,0,0,0.003
116.7,0.1,0.055221557437005,0.127737987521545,0.003,0,0,0.003
116.8,0.1,0.093130947487702,0.06645145454919,0.003,0,0,0.003
116.9,0.1,-0.042437999996684,0.033805473004084,0.003,0,0,0.003
117,0.1,0.075645683116105,0.039884285854518,0.003,0,0,0.003
117.1,0.1,0.003700444938794,0.133089264486955,0.003,0,0,0.003
117.2,0.1,-0.020451942781932,0.09483605784101,0.003,0,0,0.003
117.3,0.1,0.004711941875727,-0.002069497361392,0.003,0,0,0.003
117.4,0.1,0.004790944020482,0.134049887209051,0.003,0,0,0.003
117.5,0.1,0.0177666970401,0.09509496384374,0.003,0,0,0.003
117.6,0.1,0.019112237172786,0.090924315410025,0.003,0,0,0.003
117.7,0.1,-0.002083859445464,0.102451526688171,0.003,0,0,0.003
117.8,0.1,0.041727143712943,0.103845052029834,0.003,0,0,0.003
117.9,0.1,-0.040608294734061,0.174385809671467,0.003,0,0,0.003
118,0.1,0.004865154340074,0.111680732322018,0.003,0,0,0.003
118.1,0.1,-0.001462091618502,0.134965429603521,0.003,0,0,0.003
118.2,0.1,0.078071345260802,0.075444160624635,0.003,0,0,0.003
118.3,0.1,0.03604162393338,0.058171211105096,0.003,0,0,0.003
118.4,0.1,0.059626447009127,0.088027595585996,0.003,0,0,0.003
118.5,0.1,-0.042993619767362,0.102918802095873,0.003,0,0,0.003
118.6,0.1,-0.019894618813621,0.012343314848497,0.003,0,0,0.003
118.7,0.1,-0.065158765427687,0.029842209873911,0.003,0,0,0.003
118.8,0.1,-0.019610115251628,0.108071593147799,0.003,0,0,0.003
118.9,0.1,-0.017047511266789,0.057641487598139,0.003,0,0,0.003
119,0.1,0.045625319071885,0.102699876898259,0.003,0,0,0.003
119.1,0.1,0.03923156595708,0.095772480911523,0.003,0,0,0.003
119.2,0.1,-0.003261549908331,0.022201073807868,0.003,0,0,0.003
119.3,0.1,0.071579776220977,0.114373288892696,0.003,0,0,0.003
119.4,0.1,0.000646392613214,0.066969971674904,0.003,0,0,0.003
119.5,0.1,0.060430907124268,0.141051542888343,0.003,0,0,0.003
119.6,0.1,-0.010528402359785,0.029115237830027,0.003,0,0,0.003
119.7,0.1,-0.002030299841993,0.156299599616397,0.003,0,0,0.003
119.8,0.1,-0.030651540069501,0.130173325341319,0.003,0,0,0.003
119.9,0.1,-0.003398846487163,0.136735494749838,0.003,0,0,0.003
120,0.1,-0.031298914253268,0.095460169229236,0.003,0,0,0.003
120.1,0.1,-0.003269225604901,0.056736953846388,0.003,0,0,0.003
120.2,0.1,-0.070639772716196,-0.02244460774603,0.003,0,0,0.003
120.3,0.1,-0.035124688288009,0.036194712622629,0.003,0,0,0.003
120.4,0.1,0.056155532423982,0.013963181613176,0.003,0,0,0.003
120.5,0.1,0.011699852858501,0.020953435996867,0.003,0,0,0.003
120.6,0.1,-0.003390202594759,0.053217152004247,0.003,0,0,0.003
120.7,0.1,0.023770124551027,0.003490415757176,0.003,0,0,0.003
120.8,0.1,-0.028240125688514,0.033800737988757,0.003,0,0,0.003
120.9,0.1,0.05961099041465,0.0266720384531,0.003,0,0,0.003
121,0.1,0.031149049384139,0.003957314853607,0.003,0,0,0.003
121.1,0.1,-0.010235855644569,0.058542449344892,0.003,0,0,0.003
121.2,0.1,0.00798292002701,-0.001273177563167,0.003,0,0,0.003
121.3,0.1,0.019183900165302,-0.056394275598365,0.003,0,0,0.003
121.4,0.1,-0.000798520011381,-0.063141362509572,0.003,0,0,0.003
121.5,0.1,0.002200264145431,0.032880981867728,0.003,0,0,0.003
121.6,0.1,0.13580480193799,0.020557416406294,0.003,0,0,0.003
121.7,0.1,-0.028781083406263,0.005467257647693,0.003,0,0,0.003
121.8,0.1,0.039664936805582,0.164599911853821,0.003,0,0,0.003
121.9,0.1,0.04113633181931,-0.070225966968098,0.003,0,0,0.003
122,0.1,0.007072036924589,-0.050428760457286,0.003,0,0,0.003
122.1,0.1,0.085915277462517,0.042931800977346,0.003,0,0,0.003
122.2,0.1,0.104295400425838,0.096340021425013,0.003,0,0,0.003
122.3,0.1,0.031963776173652,0.001601932622887,0.003,0,0,0.003
122.4,0.1,0.053395627657423,0.004673436909447,0.003,0,0,0.003
122.5,0.1,-0.045404001177103,0.032458748603893,0.003,0,0,0.003
122.6,0.1,0.043339294087178,0.03051621836372,0.003,0,0,0.003
122.7,0.1,0.039731136021372,0.044038962907973,0.003,0,0,0.003
122.8,0.1,0.112222827008477,-0.043877058336391,0.003,0,0,0.003
122.9,0.1,0.012817445838366,-0.044394487432756,0.003,0,0,0.003
123,0.1,0.115460792075937,0.001996092892243,0.003,0,0,0.003
123.1,0.1,0.080472542589913,-0.087676863918825,0.003,0,0,0.003
123.2,0.1,0.008946533316451,-0.092838073909554,0.003,0,0,0.003
123.3,0.1,0.082716503228384,0.063589305201909,0.003,0,0,0.003
123.4,0.1,0.034782554581861,0.020878622128329,0.003,0,0,0.003
123.5,0.1,0.056642031074946,-0.026880324544156,0.003,0,0,0.003
123.6,0.1,-0.0602827264429,-0.058462673490251,0.003,0,0,0.003
123.7,0.1,-0.034318262677873,0.01277781120869,0.003,0,0,0.003
123.8,0.1,0.038146079305336,0.001665247213887,0.003,0,0,0.003
123.9,0.1,-0.050997313405084,-0.018214780249865,0.003,0,0,0.003
124,0.1,0.024588640224034,0.034345072270656,0.003,0,0,0.003
124.1,0.1,0.043615070218759,0.070556506094673,0.003,0,0,0.003
124.2,0.1,-0.016884990544891,-0.065912589794537,0.003,0,0,0.003
124.3,0.1,0.076742006647681,-0.037494067416089,0.003,0,0,0.003
124.4,0.1,0.024470683160438,-0.030833844621329,0.003,0,0,0.003
124.5,0.1,-0.023519825868615,-0.038929580727144,0.003,0,0,0.003
124.6,0.1,-0.017846479301113,0.037267908377666,0.003,0,0,0.003
124.7,0.1,-0.011465498333707,0.019145487098304,0.003,0,0,0.003
124.8,0.1,0.081327487614456,0.033701479709394,0.003,0,0,0.003
124.9,0.1,-0.00504827176905,-0.079380459867935,0.003,0,0,0.003
125,0.1,0.009950143815765,-0.014214804111534,0.003,0,0,0.003
125.1,0.1,0.079822508936248,0.027270844406198,0.003,0,0,0.003
125.2,0.1,0.013876745556915,-0.018429931405187,0.003,0,0,0.003
125.3,0.1,0.07377403722885,-0.074629041131794,0.003,0,0,0.003
125.4,0.1,0.002859128484652,-0.030881432120892,0.003,0,0,0.003
125.5,0.1,-0.043950498104657,-0.00385313385192,0.003,0,0,0.003
125.6,0.1,-0.028079038920123,0.046174729389879,0.003,0,0,0.003
125.7,0.1,0.06969252778594,-0.087508376166448,0.003,0,0,0.003
125.8,0.1,-0.056704325216194,-0.034397012379391,0.003,0,0,0.003
125.9,0.1,0.055006968192513,0.008412745513948,0.003,0,0,0.003
126,0.1,-0.028139906889088,-0.034486208214127,0.003,0,0,0.003
126.1,0.1,-0.07801999272346,-0.026032879646932,0.003,0,0,0.003
126.2,0.1,0.00118745790224,-0.069281541400117,0.003,0,0,0.003
126.3,0.1,0.041735642601243,-0.018337200210276,0.003,0,0,0.003
126.4,0.1,0.029028945757564,0.029646258445317,0.003,0,0,0.003
126.5,0.1,0.030506718342511,-0.000416387589614,0.003,0,0,0.003
126.6,0.1,0.00766705578907,0.023228308578059,0.003,0,0,0.003
126.7,0.1,0.004915073427697,-0.073181362258818,0.003,0,0,0.003
126.8,0.1,-0.026277956198674,0.016580287824656,0.003,0,0,0.003
126.9,0.1,0.003615572753034,-0.067030863219745,0.003,0,0,0.003
127,0.1,0.016721259400119,0.065963693199444,0.003,0,0,0.003
127.1,0.1,0.048625994243139,-0.022429478243947,0.003,0,0,0.003
127.2,0.1,0.054885770119489,-0.055096891381379,0.003,0,0,0.003
127.3,0.1,0.000701430922836,0.015399993595579,0.003,0,0,0.003
127.4,0.1,0.007435246137741,0.038390975094489,0.003,0,0,0.003
127.5,0.1,0.034178040630617,-0.053096981202307,0.003,0,0,0.003
127.6,0.1,-0.01444446856746,-0.025654945966276,0.003,0,0,0.003
127.7,0.1,0.001037789373336,-0.114773980719172,0.003,0,0,0.003
127.8,0.1,0.026752251694752,-0.105537097888313,0.003,0,0,0.003
127.9,0.1,0.043269198310024,-0.004378330786995,0.003,0,0,0.003
128,0.1,0.01030767514003,0.021739255994087,0.003,0,0,0.003
128.1,0.1,0.050264733401426,-0.012409057296548,0.003,0,0,0.003
128.2,0.1,0.050332934758774,-0.036336537523998,0.003,0,0,0.003
128.3,0.1,-8.44839486260629E-05,-0.004780552236947,0.003,0,0,0.003
128.4,0.1,0.017814510087755,-0.070585638983017,0.003,0,0,0.003
128.5,0.1,0.016295097901783,-0.010218469681754,0.003,0,0,0.003
128.6,0.1,0.061947977722597,-0.052812683525728,0.003,0,0,0.003
128.7,0.1,0.025162492239703,0.005256008139929,0.003,0,0,0.003
128.8,0.1,-0.005836306084523,-0.003768701734973,0.003,0,0,0.003
128.9,0.1,-0.039458692100945,-0.02567091415717,0.003,0,0,0.003
129,0.1,0.022643038903282,-0.025068634903112,0.003,0,0,0.003
129.1,0.1,0.076573392058182,0.071168313954378,0.003,0,0,0.003
129.2,0.1,-0.032821822102695,0.001755669096112,0.003,0,0,0.003
129.3,0.1,0.003861057422791,0.003781971657689,0.003,0,0,0.003
129.4,0.1,-0.028286422856804,-0.071258049627156,0.003,0,0,0.003
129.5,0.1,0.086777075605043,0.09858318271597,0.003,0,0,0.003
129.6,0.1,-0.042696476294768,-0.031938521359496,0.003,0,0,0.003
129.7,0.1,0.112604898260577,0.032688725773539,0.003,0,0,0.003
129.8,0.1,0.006816441461387,-0.013699332076441,0.003,0,0,0.003
129.9,0.1,-0.003962114979663,-0.014876859286005,0.003,0,0,0.003
130,0.1,0.016040925071046,0.09068798566293,0.003,0,0,0.003
130.1,0.1,-0.028958097093979,0.044608863498013,0.003,0,0,0.003
130.2,0.1,-0.0197725791559,0.057364392717603,0.003,0,0,0.003
130.3,0.1,-0.019430782712923,0.032856463643377,0.003,0,0,0.003
130.4,0.1,0.0191164388913,-0.006759682414924,0.003,0,0,0.003
130.5,0.1,0.059714855575699,0.033845330354671,0.003,0,0,0.003
130.6,0.1,0.037101312743318,-0.043587249903885,0.003,0,0,0.003
130.7,0.1,-0.080704867625735,-0.009683924460987,0.003,0,0,0.003
130.8,0.1,-0.03831441256276,0.026638351566773,0.003,0,0,0.003
130.9,0.1,0.018891408728245,-0.011211561461099,0.003,0,0,0.003
131,0.1,0.027769160007602,-0.025548185609214,0.003,0,0,0.003
131.1,0.1,0.091023261104268,-0.027343746500783,0.003,0,0,0.003
131.2,0.1,-0.015286686975631,0.03243215345857,0.003,0,0,0.003
131.3,0.1,-0.030043196873911,0.036331260003524,0.003,0,0,0.003
131.4,0.1,-0.108988379395017,0.053686075267215,0.003,0,0,0.003
131.5,0.1,-0.072870491879344,0.039095996963382,0.003,0,0,0.003
131.6,0.1,0.006793508735482,-0.02409850657728,0.003,0,0,0.003
131.7,0.1,-0.069456979767638,-0.072826991600432,0.003,0,0,0.003
131.8,0.1,0.007545684799881,-0.094299372770625,0.003,0,0,0.003
131.9,0.1,-0.043450889971393,0.021458528020523,0.003,0,0,0.003
132,0.1,-0.105918356773666,-0.050902944942707,0.003,0,0,0.003
132.1,0.1,0.065597998112973,-0.025442675761893,0.003,0,0,0.003
132.2,0.1,-0.041290092140227,0.02360498527861,0.003,0,0,0.003
132.3,0.1,-0.085504103323468,-0.055115741094626,0.003,0,0,0.003
132.4,0.1,0.047070680774059,0.053399339428002,0.003,0,0,0.003
132.5,0.1,-0.02110630551964,0.009486326225602,0.003,0,0,0.003
132.6,0.1,-0.023577311144516,-0.046004306112154,0.003,0,0,0.003
132.7,0.1,0.022467246460724,-0.049288562347039,0.003,0,0,0.003
132.8,0.1,-0.053854180761251,-0.005930378272203,0.003,0,0,0.003
132.9,0.1,0.026903573605826,-0.097021908082875,0.003,0,0,0.003
133,0.1,0.090836212061356,0.029839271790985,0.003,0,0,0.003
133.1,0.1,0.079482902465707,0.048260697314488,0.003,0,0,0.003
133.2,0.1,0.05795871757418,0.083606814307742,0.003,0,0,0.003
133.3,0.1,0.038972253105883,-0.017534530336143,0.003,0,0,0.003
133.4,0.1,-0.003354234325172,-0.03599446206978,0.003,0,0,0.003
133.5,0.1,-0.016056381947299,-0.011919705070202,0.003,0,0,0.003
133.6,0.1,0.062644857200367,-0.031506140985348,0.003,0,0,0.003
133.7,0.1,0.134466633082185,0.007974220195574,0.003,0,0,0.003
133.8,0.1,0.044056108710111,0.06129354760128,0.003,0,0,0.003
133.9,0.1,0.036881218992144,-0.055832755587542,0.003,0,0,0.003
134,0.1,0.02274767109602,-0.095280011685855,0.003,0,0,0.003
134.1,0.1,0.047114598921129,0.049887211130655,0.003,0,0,0.003
134.2,0.1,-0.030856561921804,0.025083929619546,0.003,0,0,0.003
134.3,0.1,-0.013661740143384,-0.021347728569824,0.003,0,0,0.003
134.4,0.1,0.005159148427207,0.048631019850203,0.003,0,0,0.003
134.5,0.1,-0.056077916820622,-0.052570053021248,0.003,0,0,0.003
134.6,0.1,-0.033350062876557,0.028687753846884,0.003,0,0,0.003
134.7,0.1,-0.01780592824847,-0.069367729503348,0.003,0,0,0.003
134.8,0.1,0.04876838894332,-0.089235077869956,0.003,0,0,0.003
134.9,0.1,0.054471553976745,-0.045906919739221,0.003,0,0,0.003
135,0.1,0.013147586117212,0.04427716865993,0.003,0,0,0.003
135.1,0.1,0.031171194230226,0.067619251053928,0.003,0,0,0.003
135.2,0.1,0.040336485549907,0.093999249379176,0.003,0,0,0.003
135.3,0.1,0.036705304062232,-0.068873878531542,0.003,0,0,0.003
135.4,0.1,0.000757210519888,-0.019490830569508,0.003,0,0,0.003
135.5,0.1,0.020116689935284,0.025667229455513,0.003,0,0,0.003
135.6,0.1,0.030600655276267,0.083312851878672,0.003,0,0,0.003
135.7,0.1,-0.013966058046374,0.005113230098053,0.003,0,0,0.003
135.8,0.1,0.040601140790468,-0.056468657268516,0.003,0,0,0.003
135.9,0.1,0.096315346145266,-0.018991887544405,0.003,0,0,0.003
136,0.1,0.017730798111725,-0.036005587185565,0.003,0,0,0.003
136.1,0.1,0.005935716921658,-0.071898702252041,0.003,0,0,0.003
136.2,0.1,0.043871123332389,0.015010200788594,0.003,0,0,0.003
136.3,0.1,0.024531034507961,0.104971188305739,0.003,0,0,0.003
136.4,0.1,-0.042172663968806,-0.014365897807728,0.003,0,0,0.003
136.5,0.1,-0.03089406468673,-0.000192012328603,0.003,0,0,0.003
136.6,0.1,-0.005220720478152,-0.000358933014304,0.003,0,0,0.003
136.7,0.1,0.076934736078793,0.019417622546572,0.003,0,0,0.003
136.8,0.1,0.054310694927042,-0.018816535589626,0.003,0,0,0.003
136.9,0.1,0.028094036948281,-0.019439200107052,0.003,0,0,0.003
137,0.1,-0.045062871981938,-0.110916533554647,0.003,0,0,0.003
137.1,0.1,0.015202292876033,-0.008761733144682,0.003,0,0,0.003
137.2,0.1,0.066269765013502,0.068904870276007,0.003,0,0,0.003
137.3,0.1,0.045387847532255,0.0907472065944,0.003,0,0,0.003
137.4,0.1,0.022303948346549,0.053821606729265,0.003,0,0,0.003
137.5,0.1,-0.032022271544549,-0.063290952382525,0.003,0,0,0.003
137.6,0.1,-0.002078198639487,0.010038586325005,0.003,0,0,0.003
137.7,0.1,0.023590026888977,0.067635264214054,0.003,0,0,0.003
137.8,0.1,0.014797252115131,-0.08476414215655,0.003,0,0,0.003
137.9,0.1,0.044029413080832,-0.025870943669137,0.003,0,0,0.003
138,0.1,-0.042780907266405,-0.014769021674055,0.003,0,0,0.003
138.1,0.1,0.127852094863936,0.016134838511053,0.003,0,0,0.003
138.2,0.1,-0.015724957564843,0.002012562477774,0.003,0,0,0.003
138.3,0.1,0.024924952367534,0.041953410443165,0.003,0,0,0.003
138.4,0.1,0.00476317328834,0.101525997674042,0.003,0,0,0.003
138.5,0.1,0.055199944666146,0.057322648415277,0.003,0,0,0.003
138.6,0.1,0.044807968783752,-0.094694785790637,0.003,0,0,0.003
138.7,0.1,-0.099878878304659,0.06422960017443,0.003,0,0,0.003
138.8,0.1,-0.015563699885528,0.016087187618496,0.003,0,0,0.003
138.9,0.1,0.039070231094783,0.046214327171602,0.003,0,0,0.003
139,0.1,-0.145770349587631,0.022481485245864,0.003,0,0,0.003
139.1,0.1,0.001576576255081,0.019809227005223,0.003,0,0,0.003
139.2,0.1,-0.006144557754297,0.056021472068001,0.003,0,0,0.003
139.3,0.1,0.045920766138248,-0.006853012499347,0.003,0,0,0.003
139.4,0.1,0.062116753918649,-0.033012551077741,0.003,0,0,0.003
139.5,0.1,-0.027884720733992,-0.04742551679418,0.003,0,0,0.003
139.6,0.1,0.059086921806455,-0.017631281082386,0.003,0,0,0.003
139.7,0.1,0.08340898308842,0.01063834490872,0.003,0,0,0.003
139.8,0.1,0.015645678156546,0.038621673381561,0.003,0,0,0.003
139.9,0.1,-0.019954312558976,-0.066259850855356,0.003,0,0,0.003
140,0.1,0.033147495352189,-0.003658907391299,0.003,0,0,0.003
140.1,0.1,0.097617897076577,0.021473919456418,0.003,0,0,0.003
140.2,0.1,0.003680150779026,0.01258825824139,0.003,0,0,0.003
140.3,0.1,-0.036506465798689,-0.124959388464489,0.003,0,0,0.003
140.4,0.1,0.080816714829432,-0.050609924732463,0.003,0,0,0.003
140.5,0.1,0.080600612591969,0.021515236221197,0.003,0,0,0.003
140.6,0.1,0.036192999653135,-0.028723662434373,0.003,0,0,0.003
140.7,0.1,0.030399458183778,-0.036984793004262,0.003,0,0,0.003
140.8,0.1,-0.017225572526846,-0.027544908973852,0.003,0,0,0.003
140.9,0.1,0.013469170388982,-0.019384266200471,0.003,0,0,0.003
141,0.1,-0.024322452207897,-0.005632797498598,0.003,0,0,0.003
141.1,0.1,0.04489025336932,0.000988862256516,0.003,0,0,0.003
141.2,0.1,0.024771796510488,0.050785047814185,0.003,0,0,0.003
141.3,0.1,0.058145668071148,0.034495351337694,0.003,0,0,0.003
141.4,0.1,0.045793089408872,-0.05697660578641,0.003,0,0,0.003
141.5,0.1,0.062211317010543,0.113249597351004,0.003,0,0,0.003
141.6,0.1,0.000217163813074,0.020020203737824,0.003,0,0,0.003
141.7,0.1,0.026693694010144,-0.017977224065462,0.003,0,0,0.003
141.8,0.1,-0.023401615806324,-0.008776016343211,0.003,0,0,0.003
141.9,0.1,-0.021282787334186,0.142061009575216,0.003,0,0,0.003
142,0.1,-0.040279555097455,0.024020794248617,0.003,0,0,0.003
142.1,0.1,0.112214773770515,0.063856888928906,0.003,0,0,0.003
142.2,0.1,0.053206532718274,0.050384813765654,0.003,0,0,0.003
142.3,0.1,-0.014111723142093,-0.029684089916689,0.003,0,0,0.003
142.4,0.1,0.007588017566668,-0.063537379725426,0.003,0,0,0.003
142.5,0.1,0.114188660238013,-0.053027448659352,0.003,0,0,0.003
142.6,0.1,0.105938995347204,-0.049194464989372,0.003,0,0,0.003
142.7,0.1,0.02029428982097,-0.055316145054625,0.003,0,0,0.003
142.8,0.1,0.029081462253333,0.038131981753854,0.003,0,0,0.003
142.9,0.1,0.066714547053185,-0.031977391326825,0.003,0,0,0.003
143,0.1,0.058139397087954,0.044247935666663,0.003,0,0,0.003
143.1,0.1,-0.011239004465573,-0.028022933294724,0.003,0,0,0.003
143.2,0.1,0.053343424589794,-0.035120384164252,0.003,0,0,0.003
143.3,0.1,0.045024825452106,0.044919772197066,0.003,0,0,0.003
143.4,0.1,-0.139403673295613,-0.029262141814452,0.003,0,0,0.003
143.5,0.1,0.022561692343184,-0.016801719997409,0.003,0,0,0.003
143.6,0.1,-0.040357688695838,0.036191506364286,0.003,0,0,0.003
143.7,0.1,0.087871995662272,0.061218056806323,0.003,0,0,0.003
143.8,0.1,0.075145963460198,-0.059356656743147,0.003,0,0,0.003
143.9,0.1,0.029419439384334,-0.049466657754376,0.003,0,0,0.003
144,0.1,0.021624012480855,-0.020092514521879,0.003,0,0,0.003
144.1,0.1,0.057033153650235,0.047192740976703,0.003,0,0,0.003
144.2,0.1,0.06976698084003,-0.006081167964291,0.003,0,0,0.003
144.3,0.1,0.029037690367315,-0.04800790616092,0.003,0,0,0.003
144.4,0.1,0.015825242479246,0.085877565991864,0.003,0,0,0.003
144.5,0.1,0.021166333759232,-0.007358741232284,0.003,0,0,0.003
144.6,0.1,-0.067890830947947,-0.023164909615654,0.003,0,0,0.003
144.7,0.1,0.127373194762788,0.034288747529759,0.003,0,0,0.003
144.8,0.1,0.025674341151131,-0.061515761623437,0.003,0,0,0.003
144.9,0.1,0.037523095914595,-0.046979292965387,0.003,0,0,0.003
145,0.1,0.062491104090184,-0.065530803337823,0.003,0,0,0.003
145.1,0.1,-0.025000350930485,0.013304701980942,0.003,0,0,0.003
145.2,0.1,0.039946072121543,0.014457058029846,0.003,0,0,0.003
145.3,0.1,-0.010748656354436,-0.039270097015274,0.003,0,0,0.003
145.4,0.1,0.069837050875671,-0.080299258681636,0.003,0,0,0.003
145.5,0.1,0.054371255240271,0.048380163323105,0.003,0,0,0.003
145.6,0.1,0.040441040080422,-0.014557978114771,0.003,0,0,0.003
145.7,0.1,-0.04824167494813,-0.032023528682703,0.003,0,0,0.003
145.8,0.1,-0.092897025723972,0.121614385559045,0.003,0,0,0.003
145.9,0.1,-0.025154607904618,0.006784247314656,0.003,0,0,0.003
146,0.1,0.071181552194731,-0.042191132975963,0.003,0,0,0.003
146.1,0.1,0.060319146472088,-0.08765854830896,0.003,0,0,0.003
146.2,0.1,0.057766287064203,-0.043191243398522,0.003,0,0,0.003
146.3,0.1,0.052940306771568,0.034275056086939,0.003,0,0,0.003
146.4,0.1,-0.004190387137645,-0.0008693841874,0.003,0,0,0.003
146.5,0.1,-0.042743301042264,0.108251556888492,0.003,0,0,0.003
146.6,0.1,0.011967563597093,-0.095140591367714,0.003,0,0,0.003
146.7,0.1,0.014596505169458,-0.056692695688772,0.003,0,0,0.003
146.8,0.1,0.004054222214052,-0.019567212855312,0.003,0,0,0.003
146.9,0.1,0.077714673254528,0.017615896538081,0.003,0,0,0.003
147,0.1,-0.005331142995661,0.046418613905183,0.003,0,0,0.003
147.1,0.1,0.025712107397369,-0.026962795499799,0.003,0,0,0.003
147.2,0.1,0.126315216166806,-0.045197482967705,0.003,0,0,0.003
147.3,0.1,0.084210230612754,-0.001730120247313,0.003,0,0,0.003
147.4,0.1,-0.058327872646214,-0.007085273116902,0.003,0,0,0.003
147.5,0.1,0.05799831959311,0.040845546449226,0.003,0,0,0.003
147.6,0.1,0.056413182113088,-0.181215067863191,0.003,0,0,0.003
147.7,0.1,0.032254093777744,0.02382977753907,0.003,0,0,0.003
147.8,0.1,-0.031824562586543,-0.025744658793547,0.003,0,0,0.003
147.9,0.1,0.053736843676091,0.083772163272398,0.003,0,0,0.003
148,0.1,-0.018689806273153,0.071731670694505,0.003,0,0,0.003
148.1,0.1,-0.001540517817802,-0.007426009362137,0.003,0,0,0.003
148.2,0.1,-0.030364851042467,0.116090357769344,0.003,0,0,0.003
148.3,0.1,0.092288462131118,0.008307031226066,0.003,0,0,0.003
148.4,0.1,0.015158089576796,-0.028971776123569,0.003,0,0,0.003
148.5,0.1,0.046192310482743,0.059129443291744,0.003,0,0,0.003
148.6,0.1,0.042457848270723,0.0419256685557,0.003,0,0,0.003
148.7,0.1,0.096661261975056,0.030602015696796,0.003,0,0,0.003
148.8,0.1,-0.007186469758224,-0.015494643657155,0.003,0,0,0.003
148.9,0.1,-0.03324482086884,0.024409612556982,0.003,0,0,0.003
149,0.1,-0.037981094414989,0.083380737109027,0.003,0,0,0.003
149.1,0.1,0.073962469496797,-0.054320574050519,0.003,0,0,0.003
149.2,0.1,-0.035221854741078,-0.019357420638675,0.003,0,0,0.003
149.3,0.1,-0.02797539252274,0.101344818889228,0.003,0,0,0.003
149.4,0.1,0.083720290867114,0.003893867478895,0.003,0,0,0.003
149.5,0.1,-0.049982596639595,0.044759070694269,0.003,0,0,0.003
149.6,0.1,0.058916407224261,0.09014256668958,0.003,0,0,0.003
149.7,0.1,-0.011735907115437,-0.017164599629298,0.003,0,0,0.003
149.8,0.1,-0.001093819541966,-0.054539344110174,0.003,0,0,0.003
149.9,0.1,0.062717566501698,0.013971229076762,0.003,0,0,0.003
150,0.1,-0.059236683007041,-0.034670208659346,0.003,0,0,0.003
150.1,0.1,-0.047588147995175,0.074194472702316,0.003,0,0,0.003
150.2,0.1,0.032931675680354,0.009061993122577,0.003,0,0,0.003
150.3,0.1,0.057020576766502,-0.027906638868291,0.003,0,0,0.003
150.4,0.1,-0.113431343422999,-0.063373707708102,0.003,0,0,0.003
150.5,0.1,0.033862659980651,0.05331173231564,0.003,0,0,0.003
150.6,0.1,-0.006803577313292,-0.015929145398588,0.003,0,0,0.003
150.7,0.1,-0.015464684228671,0.038841850568564,0.003,0,0,0.003
150.8,0.1,0.032352454175465,0.049012386993179,0.003,0,0,0.003
150.9,0.1,0.076655291891045,-0.038208205686511,0.003,0,0,0.003
151,0.1,0.01707897636769,-0.031029509355548,0.003,0,0,0.003
151.1,0.1,0.00044113531666,0.029498414050664,0.003,0,0,0.003
151.2,0.1,-0.000679864907694,-0.045585061313657,0.003,0,0,0.003
151.3,0.1,-0.054915051883029,-0.099407461387346,0.003,0,0,0.003
151.4,0.1,0.055329167011475,-0.035481532848202,0.003,0,0,0.003
151.5,0.1,-0.011082132676929,-0.036824624045474,0.003,0,0,0.003
151.6,0.1,0.056624033165328,0.063108111117807,0.003,0,0,0.003
151.7,0.1,0.041144752585348,-0.042284066322932,0.003,0,0,0.003
151.8,0.1,-0.083487671468102,0.048080151176556,0.003,0,0,0.003
151.9,0.1,-0.003927820162205,0.072986165208539,0.003,0,0,0.003
152,0.1,-0.026539028302514,-0.011486133856154,0.003,0,0,0.003
152.1,0.1,0.063989000173769,0.005955897115371,0.003,0,0,0.003
152.2,0.1,0.059751383844125,-0.040183873885204,0.003,0,0,0.003
152.3,0.1,-0.002758252131223,-0.004763616140005,0.003,0,0,0.003
152.4,0.1,0.029187804600167,0.044038339971861,0.003,0,0,0.003
152.5,0.1,-0.04604382073786,-0.116357922788563,0.003,0,0,0.003
152.6,0.1,0.00726310191512,-0.052169294707102,0.003,0,0,0.003
152.7,0.1,0.009699643806102,0.020875026795626,0.003,0,0,0.003
152.8,0.1,0.145915864828118,-0.018536137027625,0.003,0,0,0.003
152.9,0.1,0.01001880612038,-0.052715144770694,0.003,0,0,0.003
153,0.1,0.04747019250123,0.006591425719992,0.003,0,0,0.003
153.1,0.1,0.016342336686006,0.102860617962617,0.003,0,0,0.003
153.2,0.1,0.12469945188949,0.043607224471372,0.003,0,0,0.003
153.3,0.1,0.050578058596526,0.006497096915732,0.003,0,0,0.003
153.4,0.1,0.069807007154653,-0.065800285897275,0.003,0,0,0.003
153.5,0.1,0.043580565842407,-0.085167054442152,0.003,0,0,0.003
153.6,0.1,0.013217655775428,0.014168617501446,0.003,0,0,0.003
153.7,0.1,0.015985739493962,0.030346304967825,0.003,0,0,0.003
153.8,0.1,-0.003564277252581,0.036744946873916,0.003,0,0,0.003
153.9,0.1,0.177819165703923,-0.059839086387694,0.003,0,0,0.003
