#time (s),dt (s),v (m/s),w (rad/s),uvv,uvw,uwv,uww
126.7,0.1,0.023887796481413,0.042822996903487,0.003,0,0,0.003
126.8,0.1,-0.011586155042306,0.076067444154195,0.003,0,0,0.003
126.9,0.1,0.025367169233093,0.043627362539094,0.003,0,0,0.003
127,0.1,-0.028128074315221,-0.076730563238972,0.003,0,0,0.003
127.1,0.1,-0.009150097067482,0.056776850676885,0.003,0,0,0.003
127.2,0.1,0.011618490981825,-0.028484744216684,0.003,0,0,0.003
127.3,0.1,0.102793330935741,0.023127702569082,0.003,0,0,0.003
127.4,0.1,-0.048709011798732,0.087791683193779,0.003,0,0,0.003
127.5,0.1,0.031703169301122,-0.060677630719102,0.003,0,0,0.003
127.6,0.1,-0.004701502992243,0.037870436753487,0.003,0,0,0.003
127.7,0.1,-0.06190102632255,0.0006231285681,0.003,0,0,0.003
127.8,0.1,-0.064510219050833,-0.008416968901054,0.003,0,0,0.003
127.9,0.1,-0.026604200559938,0.004372938771394,0.003,0,0,0.003
128,0.1,0.025328669206605,-0.084225070770592,0.003,0,0,0.003
128.1,0.1,0.038751138000868,-0.15838149423921,0.003,0,0,0.003
128.2,0.1,-0.039154213076158,-0.02520264759796,0.003,0,0,0.003
128.3,0.1,0.030050324950455,-0.016498463955298,0.003,0,0,0.003
128.4,0.1,-0.046660823164971,-0.01234733173519,0.003,0,0,0.003
128.5,0.1,0.082666202011766,-0.025406493663081,0.003,0,0,0.003
128.6,0.1,-0.014823039158052,0.005860747964336,0.003,0,0,0.003
128.7,0.1,-0.017858826476279,0.016070601448864,0.003,0,0,0.003
128.8,0.1,0.126358815234484,-0.043527791457634,0.003,0,0,0.003
128.9,0.1,-0.038665088217274,-0.022859617191093,0.003,0,0,0.003
129,0.1,-0.048029345516052,0.007403171548392,0.003,0,0,0.003
129.1,0.1,-0.050819291500693,-0.026689518478534,0.003,0,0,0.003
129.2,0.1,-0.019284810418264,0.051783886362939,0.003,0,0,0.003
129.3,0.1,0.060647151790118,-0.013131493339224,0.003,0,0,0.003
129.4,0.1,-0.043912649405661,-0.037781665285307,0.003,0,0,0.003
129.5,0.1,0.056434906801891,0.022057715694399,0.003,0,0,0.003
129.6,0.1,0.040738215498958,-0.008318350922216,0.003,0,0,0.003
129.7,0.1,-0.006051492053855,-0.034666789735311,0.003,0,0,0.003
129.8,0.1,-0.004583151903862,0.055073116756477,0.003,0,0,0.003
129.9,0.1,0.080738051366369,-0.018954000355597,0.003,0,0,0.003
130,0.1,-0.032345874350411,0.079852135554618,0.003,0,0,0.003
130.1,0.1,-0.050997861384234,0.062125610311006,0.003,0,0,0.003
130.2,0.1,-0.010221463140535,-0.034015359906424,0.003,0,0,0.003
130.3,0.1,-0.001457834134053,-0.007828517745258,0.003,0,0,0.003
130.4,0.1,-0.006496626173872,-0.091189059080126,0.003,0,0,0.003
130.5,0.1,0.094007859670493,-0.00585597801213,0.003,0,0,0.003
130.6,0.1,0.007808668352078,0.009552771994567,0.003,0,0,0.003
130.7,0.1,-0.02070860046684,-0.026347758340683,0.003,0,0,0.003
130.8,0.1,0.041044171644822,-0.001903564236311,0.003,0,0,0.003
130.9,0.1,0.023381969707077,-0.023940292800506,0.003,0,0,0.003
131,0.1,-0.016261914564109,0.008715494308857,0.003,0,0,0.003
131.1,0.1,0.111070461201164,-0.041886245715227,0.003,0,0,0.003
131.2,0.1,0.032863922812232,0.134279200998666,0.003,0,0,0.003
131.3,0.1,0.007400018088009,0.007323260711827,0.003,0,0,0.003
131.4,0.1,0.005807055564282,-0.044686580600337,0.003,0,0,0.003
131.5,0.1,-0.048975994323162,-0.031025186465894,0.003,0,0,0.003
131.6,0.1,-0.08239434925833,-0.099711273346104,0.003,0,0,0.003
131.7,0.1,-0.033539446655695,0.060128972243576,0.003,0,0,0.003
131.8,0.1,-0.00666971035879,-0.007159862940559,0.003,0,0,0.003
131.9,0.1,0.10213300012345,-0.072633149788412,0.003,0,0,0.003
132,0.1,0.059539061341047,-0.007614222464579,0.003,0,0,0.003
132.1,0.1,0.061490967789484,0.023850080645602,0.003,0,0,0.003
132.2,0.1,0.109677618294749,0.028871532802866,0.003,0,0,0.003
132.3,0.1,0.042714443260328,0.00193307414973,0.003,0,0,0.003
132.4,0.1,0.040817877775742,0.03021668694056,0.003,0,0,0.003
132.5,0.1,0.000704050635694,-0.01738929786529,0.003,0,0,0.003
132.6,0.1,0.110948462377437,-0.072451641712803,0.003,0,0,0.003
132.7,0.1,-0.043370242241191,0.024273557820067,0.003,0,0,0.003
132.8,0.1,-0.006251786371589,-0.041348926374307,0.003,0,0,0.003
132.9,0.1,0.015780278996876,-0.02025302575351,0.003,0,0,0.003
133,0.1,0.055062862881654,-0.009211810623048,0.003,0,0,0.003
133.1,0.1,-0.027920636275478,0.028963887937557,0.003,0,0,0.003
133.2,0.1,0.076541300034026,-0.095136532748274,0.003,0,0,0.003
133.3,0.1,-0.052597843825758,-0.046664558965355,0.003,0,0,0.003
133.4,0.1,0.000868981638443,0.158749269223367,0.003,0,0,0.003
133.5,0.1,-0.048483416305189,-0.034496986159935,0.003,0,0,0.003
133.6,0.1,0.009726332338781,0.014126600746336,0.003,0,0,0.003
133.7,0.1,0.06301528592041,0.024326648522158,0.003,0,0,0.003
133.8,0.1,0.013629046467762,-0.065690350811511,0.003,0,0,0.003
133.9,0.1,0.006397895032493,-0.009980896817732,0.003,0,0,0.003
134,0.1,-0.002796112376242,-0.012863850450853,0.003,0,0,0.003
134.1,0.1,0.117737438993519,0.000311742912248,0.003,0,0,0.003
134.2,0.1,-0.010022219018386,0.045712513346696,0.003,0,0,0.003
134.3,0.1,-0.011618156278915,-0.008436078015192,0.003,0,0,0.003
134.4,0.1,-0.024142826764036,0.016035781377191,0.003,0,0,0.003
134.5,0.1,0.072393434627217,0.023751606569907,0.003,0,0,0.003
134.6,0.1,0.056472902866218,-0.050828085211825,0.003,0,0,0.003
134.7,0.1,-0.008110658893435,-0.076458116267242,0.003,0,0,0.003
134.8,0.1,-0.032980254130728,-0.044522336497512,0.003,0,0,0.003
134.9,0.1,0.031292502043635,0.036542304110588,0.003,0,0,0.003
135,0.1,0.020641736078814,-0.041827516153286,0.003,0,0,0.003
135.1,0.1,-0.0017004182711,0.021387286891035,0.003,0,0,0.003
135.2,0.1,-0.033482505157303,-0.058284788844479,0.003,0,0,0.003
135.3,0.1,0.00356405562896,0.007421421998742,0.003,0,0,0.003
135.4,0.1,-0.023434882930839,-0.023567979717933,0.003,0,0,0.003
135.5,0.1,-0.060097101919103,-0.027365863062249,0.003,0,0,0.003
135.6,0.1,0.026092231600375,-0.065799207205065,0.003,0,0,0.003
135.7,0.1,0.064606854558011,0.017190715177118,0.003,0,0,0.003
135.8,0.1,-0.033948716568379,-0.003786453076391,0.003,0,0,0.003
135.9,0.1,-0.005799270580811,0.036091975290298,0.003,0,0,0.003
136,0.1,0.054140726799173,-0.063386225675556,0.003,0,0,0.003
136.1,0.1,-0.078752293285856,0.028560961280084,0.003,0,0,0.003
136.2,0.1,0.022104211318659,-0.058406978913761,0.003,0,0,0.003
136.3,0.1,0.060758139732102,-0.068023970822446,0.003,0,0,0.003
136.4,0.1,0.069938010057165,0.001485163157692,0.003,0,0,0.003
136.5,0.1,-0.034360579725049,-0.011311959701955,0.003,0,0,0.003
136.6,0.1,0.090197908375943,-0.02300914587236,0.003,0,0,0.003
136.7,0.1,0.05209538336296,-0.035077107173374,0.003,0,0,0.003
136.8,0.1,0.02323369698347,0.034422353932376,0.003,0,0,0.003
136.9,0.1,0.08905900528991,-0.056440140918796,0.003,0,0,0.003
137,0.1,0.046641443728477,-0.020204491066165,0.003,0,0,0.003
137.1,0.1,-0.049066993487291,-0.004200734621069,0.003,0,0,0.003
137.2,0.1,0.069461379328823,0.075035870319859,0.003,0,0,0.003
137.3,0.1,0.040260950377248,0.071052829038134,0.003,0,0,0.003
137.4,0.1,-0.042526470843486,0.008878954506315,0.003,0,0,0.003
137.5,0.1,0.036178744772941,0.000843069525175,0.003,0,0,0.003
137.6,0.1,-0.00161185672818,0.026913677250997,0.003,0,0,0.003
137.7,0.1,-0.048272276225151,0.015586919932273,0.003,0,0,0.003
137.8,0.1,-0.014580364493292,-0.023486714588776,0.003,0,0,0.003
137.9,0.1,0.097387722082996,-0.049534949377935,0.003,0,0,0.003
138,0.1,-0.028748793041749,0.059504704794826,0.003,0,0,0.003
138.1,0.1,0.076764255646666,0.032223084093856,0.003,0,0,0.003
138.2,0.1,0.03284417837338,-0.052760444829275,0.003,0,0,0.003
138.3,0.1,-0.002064535598694,0.033377694589889,0.003,0,0,0.003
138.4,0.1,-0.038833312490904,0.047272824074734,0.003,0,0,0.003
138.5,0.1,0.052518246767845,-0.025868160066292,0.003,0,0,0.003
138.6,0.1,0.06226307623521,0.035896505045727,0.003,0,0,0.003
138.7,0.1,0.091702343448735,0.057724268745456,0.003,0,0,0.003
138.8,0.1,0.060471469943161,-0.009456898767908,0.003,0,0,0.003
138.9,0.1,0.027689617884609,-0.046065361823,0.003,0,0,0.003
139,0.1,0.040486822883373,0.071293432376946,0.003,0,0,0.003
139.1,0.1,0.023247914159128,0.037913610157141,0.003,0,0,0.003
139.2,0.1,-0.011033039475551,0.046783170800266,0.003,0,0,0.003
139.3,0.1,0.035168510938156,-0.10256040498048,0.003,0,0,0.003
139.4,0.1,0.057247793297222,-0.176247764909341,0.003,0,0,0.003
139.5,0.1,0.034676011537685,-0.010419508379793,0.003,0,0,0.003
139.6,0.1,0.073595110533311,0.004972443433935,0.003,0,0,0.003
139.7,0.1,0.000480377784351,0.013215572804351,0.003,0,0,0.003
139.8,0.1,-0.01437232798437,0.083767895123736,0.003,0,0,0.003
139.9,0.1,0.021488726184795,0.025255969554114,0.003,0,0,0.003
140,0.1,-0.03888899250766,0.038490475596009,0.003,0,0,0.003
140.1,0.1,0.044304136902473,-0.025568166012051,0.003,0,0,0.003
140.2,0.1,0.066862646113597,-0.074501269128911,0.003,0,0,0.003
140.3,0.1,-0.047887387821405,-0.015058200906129,0.003,0,0,0.003
140.4,0.1,0.026888103739053,-0.090791362493102,0.003,0,0,0.003
140.5,0.1,0.011442249980831,0.039519173585361,0.003,0,0,0.003
140.6,0.1,0.030469536497814,0.03084678105992,0.003,0,0,0.003
140.7,0.1,0.04482035056776,0.006434338984559,0.003,0,0,0.003
140.8,0.1,-0.1583072005782,0.057040857070519,0.003,0,0,0.003
140.9,0.1,0.064191900730104,0.025716123070142,0.003,0,0,0.003
141,0.1,0.016786956188226,-0.05839508855522,0.003,0,0,0.003
141.1,0.1,-0.055862341831092,-0.016984140297492,0.003,0,0,0.003
141.2,0.1,0.066687069738391,0.02742423636817,0.003,0,0,0.003
141.3,0.1,0.022019185658808,-0.046733707136967,0.003,0,0,0.003
141.4,0.1,0.057659165371771,-0.032912285740485,0.003,0,0,0.003
141.5,0.1,0.010946523874373,-0.047659605850576,0.003,0,0,0.003
141.6,0.1,0.066542289429976,0.032762266382292,0.003,0,0,0.003
141.7,0.1,-0.075180405619306,-0.040820507612929,0.003,0,0,0.003
141.8,0.1,0.033927396561976,-0.068066595197178,0.003,0,0,0.003
141.9,0.1,-0.029421725176402,0.053398755245334,0.003,0,0,0.003
142,0.1,0.061965911117117,-0.003986174757926,0.003,0,0,0.003
142.1,0.1,0.074408696360905,-0.035648338580764,0.003,0,0,0.003
142.2,0.1,0.059442835327285,0.003492077484984,0.003,0,0,0.003
142.3,0.1,0.050016813718564,-0.009284299428198,0.003,0,0,0.003
142.4,0.1,0.007565110014652,0.025248510823529,0.003,0,0,0.003
142.5,0.1,0.060717808951827,-0.022635543293855,0.003,0,0,0.003
142.6,0.1,0.029682149960186,0.032439638639878,0.003,0,0,0.003
142.7,0.1,0.142873471828965,0.032963629634901,0.003,0,0,0.003
142.8,0.1,0.004263511836529,0.029951098415737,0.003,0,0,0.003
142.9,0.1,-0.031737035575536,-0.002027406666604,0.003,0,0,0.003
143,0.1,-0.052704072692703,-0.022880536876681,0.003,0,0,0.003
143.1,0.1,0.088813299161202,-0.01238819026017,0.003,0,0,0.003
143.2,0.1,-0.006661127321879,0.007031707649455,0.003,0,0,0.003
143.3,0.1,0.054865046763902,0.030548196467181,0.003,0,0,0.003
143.4,0.1,0.067745060733697,-0.03635585774001,0.003,0,0,0.003
143.5,0.1,0.079152331187012,0.021065084971302,0.003,0,0,0.003
143.6,0.1,-0.029342468481797,-0.00292116909566,0.003,0,0,0.003
143.7,0.1,0.012294603381768,-0.050858541597757,0.003,0,0,0.003
143.8,0.1,-0.023174924709133,-0.039912730462246,0.003,0,0,0.003
143.9,0.1,0.084225561811387,-0.090515380254041,0.003,0,0,0.003
144,0.1,0.045858362684527,0.03227207277142,0.003,0,0,0.003
144.1,0.1,0.037753270344819,0.061075010361753,0.003,0,0,0.003
144.2,0.1,0.090877716360896,-0.025767669422017,0.003,0,0,0.003
144.3,0.1,0.025694037793903,-0.035714761454665,0.003,0,0,0.003
144.4,0.1,0.02756641574977,0.005518279446989,0.003,0,0,0.003
144.5,0.1,0.049117813646019,0.016376232510896,0.003,0,0,0.003
144.6,0.1,-0.053197185980123,-0.108352074013406,0.003,0,0,0.003
144.7,0.1,0.009759754670465,0.018484677287179,0.003,0,0,0.003
144.8,0.1,0.077233138735698,-0.00372928765546,0.003,0,0,0.003
144.9,0.1,-0.043377107684001,0.069541238795207,0.003,0,0,0.003
145,0.1,0.036057640691337,0.030193983025788,0.003,0,0,0.003
145.1,0.1,0.013334719854942,0.144358895587008,0.003,0,0,0.003
145.2,0.1,0.007104520026122,-0.099123449967198,0.003,0,0,0.003
145.3,0.1,-0.014920246345388,-0.019927272627155,0.003,0,0,0.003
145.4,0.1,-0.048495044899736,-0.010256629955255,0.003,0,0,0.003
145.5,0.1,0.046145704364461,0.01538768576163,0.003,0,0,0.003
145.6,0.1,0.039788834745077,-0.079296972819471,0.003,0,0,0.003
145.7,0.1,-0.01796979973294,0.003609286436732,0.003,0,0,0.003
145.8,0.1,0.057937443372866,0.02622176553671,0.003,0,0,0.003
145.9,0.1,0.001634911744019,0.125700995304732,0.003,0,0,0.003
146,0.1,0.048821787972101,-0.04942194218714,0.003,0,0,0.003
146.1,0.1,-0.094016603524566,0.021795151857502,0.003,0,0,0.003
146.2,0.1,0.034493678198797,0.008235326823708,0.003,0,0,0.003
146.3,0.1,-0.038655698732912,0.041552170211,0.003,0,0,0.003
146.4,0.1,0.027464839839611,0.002585809814142,0.003,0,0,0.003
146.5,0.1,-0.045859433878749,-0.028557934807562,0.003,0,0,0.003
146.6,0.1,0.014301618765676,-0.063031121122687,0.003,0,0,0.003
146.7,0.1,0.002384401765292,0.069389033274283,0.003,0,0,0.003
146.8,0.1,0.088688713935012,-0.0812719189763,0.003,0,0,0.003
146.9,0.1,-0.060219489664891,-0.014050706412394,0.003,0,0,0.003
147,0.1,-0.027334244278719,0.027073753237372,0.003,0,0,0.003
147.1,0.1,0.102760773953594,0.014667518080754,0.003,0,0,0.003
147.2,0.1,-0.052036784234748,-0.033803161971448,0.003,0,0,0.003
147.3,0.1,0.059483454799178,-0.050742054314639,0.003,0,0,0.003
147.4,0.1,0.018772632737702,-0.101881897348194,0.003,0,0,0.003
147.5,0.1,0.063142948488876,0.014268012961665,0.003,0,0,0.003
147.6,0.1,-0.010873369900585,-0.015978795936551,0.003,0,0,0.003
147.7,0.1,0.04188370364731,-0.028228630692572,0.003,0,0,0.003
147.8,0.1,-0.032840350150655,-0.112855957383168,0.003,0,0,0.003
147.9,0.1,0.119086892455988,-0.002018021691633,0.003,0,0,0.003
148,0.1,-0.051695434193175,-0.024423338523752,0.003,0,0,0.003
148.1,0.1,0.044439232111559,0.004552962834122,0.003,0,0,0.003
148.2,0.1,0.033572929605203,-0.01744200603637,0.003,0,0,0.003
148.3,0.1,-0.047300302131711,0.023572439640823,0.003,0,0,0.003
148.4,0.1,0.137762788072809,-8.5403017012405E-06,0.003,0,0,0.003
148.5,0.1,0.003270841292306,0.029680658403714,0.003,0,0,0.003
148.6,0.1,0.121030979420501,-0.062713465999552,0.003,0,0,0.003
148.7,0.1,0.025090130856013,0.00078535138528,0.003,0,0,0.003
148.8,0.1,0.07198822395071,-0.064988509014341,0.003,0,0,0.003
148.9,0.1,0.042196794463175,-0.018607981965229,0.003,0,0,0.003
149,0.1,0.057217455961764,0.079625475943065,0.003,0,0,0.003
149.1,0.1,0.070724595536918,-0.021314312551046,0.003,0,0,0.003
149.2,0.1,0.021802934939118,-0.010230763042732,0.003,0,0,0.003
149.3,0.1,0.037391262576784,-0.056404232035332,0.003,0,0,0.003
149.4,0.1,-0.02597315246317,-0.044166572175614,0.003,0,0,0.003
149.5,0.1,-0.006105379638445,-0.044539404123998,0.003,0,0,0.003
149.6,0.1,0.012311033255247,-0.01186618008348,0.003,0,0,0.003
149.7,0.1,0.034176866622841,0.021806407928973,0.003,0,0,0.003
149.8,0.1,0.105128017077188,-0.018700416857814,0.003,0,0,0.003
149.9,0.1,-0.049195276974052,-0.00702852593101,0.003,0,0,0.003
150,0.1,0.057273723425565,-0.007153822926029,0.003,0,0,0.003
150.1,0.1,-0.01118785209443,0.030401162722036,0.003,0,0,0.003
150.2,0.1,0.089843518595443,0.069129131245997,0.003,0,0,0.003
150.3,0.1,-0.048287804798828,-0.007282250624432,0.003,0,0,0.003
150.4,0.1,0.076033699634017,0.026102671676255,0.003,0,0,0.003
150.5,0.1,0.079143417696257,0.023948586132804,0.003,0,0,0.003
150.6,0.1,0.021558898398056,0.000601816084157,0.003,0,0,0.003
150.7,0.1,-0.046696959649782,0.041881176687278,0.003,0,0,0.003
150.8,0.1,-0.040037797606032,0.078731300575174,0.003,0,0,0.003
150.9,0.1,0.017391773533187,-0.04763368776159,0.003,0,0,0.003
151,0.1,0.074869377262994,-0.042831987626517,0.003,0,0,0.003
151.1,0.1,0.019424004363736,0.043600927275691,0.003,0,0,0.003
151.2,0.1,0.04976589241657,-0.0256023050366,0.003,0,0,0.003
151.3,0.1,0.041908730377452,-0.004414163441494,0.003,0,0,0.003
151.4,0.1,0.137751858336696,-0.063829395867911,0.003,0,0,0.003
151.5,0.1,0.018110067440565,0.046784528017473,0.003,0,0,0.003
151.6,0.1,-0.010113364939282,0.067120939238783,0.003,0,0,0.003
151.7,0.1,-0.041750038773815,-0.000372103391186,0.003,0,0,0.003
151.8,0.1,0.08072942832056,-0.016300489905666,0.003,0,0,0.003
151.9,0.1,0.010169661966913,0.020314368042652,0.003,0,0,0.003
152,0.1,0.047389970649069,-0.095307354950508,0.003,0,0,0.003
152.1,0.1,0.080414957082506,0.058697928853599,0.003,0,0,0.003
152.2,0.1,0.071749311811478,-0.04437830723839,0.003,0,0,0.003
152.3,0.1,-0.068669875673098,0.047853274589973,0.003,0,0,0.003
152.4,0.1,-0.003753671097203,0.016105910880282,0.003,0,0,0.003
152.5,0.1,-0.001384639121752,-0.005565398322694,0.003,0,0,0.003
152.6,0.1,0.024455417306357,-0.082153756054486,0.003,0,0,0.003
152.7,0.1,-0.133375664481979,0.047633424457359,0.003,0,0,0.003
152.8,0.1,0.030814839586308,-0.007802017221349,0.003,0,0,0.003
152.9,0.1,0.027182580095407,0.08475507449488,0.003,0,0,0.003
153,0.1,0.050996386730687,-0.066992869367892,0.003,0,0,0.003
153.1,0.1,-0.089415173682943,0.05228400297484,0.003,0,0,0.003
153.2,0.1,-0.058788392643594,0.020089524609225,0.003,0,0,0.003
153.3,0.1,0.031219532549462,0.008334979113668,0.003,0,0,0.003
153.4,0.1,0.036131956726476,0.017798642976242,0.003,0,0,0.003
153.5,0.1,-0.023470473639257,0.015716717873019,0.003,0,0,0.003
153.6,0.1,0.070662688156321,-0.068523543911638,0.003,0,0,0.003
153.7,0.1,0.058454679250154,0.065577172988059,0.003,0,0,0.003
153.8,0.1,0.057868223459296,-0.028133635563831,0.003,0,0,0.003
153.9,0.1,-0.051331913651711,-0.041841614067068,0.003,0,0,0.003
154,0.1,-0.034492015384178,0.011173804106486,0.003,0,0,0.003
154.1,0.1,0.085348982571923,0.09896040181531,0.003,0,0,0.003
154.2,0.1,0.007771572337935,-0.039678058610556,0.003,0,0,0.003
154.3,0.1,0.091694992753176,0.086198812030122,0.003,0,0,0.003
154.4,0.1,0.112618373715228,-0.044175519755895,0.003,0,0,0.003
154.5,0.1,0.024739020070674,0.053687610572587,0.003,0,0,0.003
154.6,0.1,-0.017812578902492,-0.015285993065822,0.003,0,0,0.003
154.7,0.1,-0.038966703741125,-0.070641712931581,0.003,0,0,0.003
154.8,0.1,-0.016132470204222,0.04195886256443,0.003,0,0,0.003
154.9,0.1,0.117698914011903,0.018181597338919,0.003,0,0,0.003
155,0.1,-0.005689574550706,-0.088713006217281,0.003,0,0,0.003
155.1,0.1,-0.027613448898107,0.011234623234947,0.003,0,0,0.003
155.2,0.1,0.112044193018787,-0.048216941423493,0.003,0,0,0.003
155.3,0.1,-0.016656885765543,-0.00914819229966,0.003,0,0,0.003
155.4,0.1,0.028324937495252,0.003946703203749,0.003,0,0,0.003
155.5,0.1,0.107417004866902,0.042215424701723,0.003,0,0,0.003
155.6,0.1,0.1006502700558,-0.112885760596105,0.003,0,0,0.003
155.7,0.1,0.005290672656254,-0.044661638042515,0.003,0,0,0.003
155.8,0.1,0.013002998866098,-0.01467419173821,0.003,0,0,0.003
155.9,0.1,-0.016165803703687,0.007014351816927,0.003,0,0,0.003
156,0.1,-0.006456701403928,0.084242658596572,0.003,0,0,0.003
156.1,0.1,-0.015810888736052,-0.019746594548545,0.003,0,0,0.003
156.2,0.1,-0.025700837924649,-0.045027106111068,0.003,0,0,0.003
156.3,0.1,0.000576102479245,0.10410690968491,0.003,0,0,0.003
156.4,0.1,-0.023734018601366,-0.036000343535635,0.003,0,0,0.003
156.5,0.1,0.038382399083218,0.034772060408982,0.003,0,0,0.003
156.6,0.1,0.089428631163498,-0.058865021899592,0.003,0,0,0.003
156.7,0.1,0.029009477738494,0.005373323828162,0.003,0,0,0.003
156.8,0.1,0.002080418415308,-0.040429947277351,0.003,0,0,0.003
156.9,0.1,0.093855588840546,-0.050395029967085,0.003,0,0,0.003
157,0.1,0.00950141490351,-0.027148216052031,0.003,0,0,0.003
157.1,0.1,-0.076505555880977,0.046398554486025,0.003,0,0,0.003
157.2,0.1,0.083170959559749,0.113482425628473,0.003,0,0,0.003
157.3,0.1,0.062161926212221,0.014423273191117,0.003,0,0,0.003
157.4,0.1,0.014363103136829,-0.01245015972052,0.003,0,0,0.003
157.5,0.1,0.028912204428764,-0.064595607231485,0.003,0,0,0.003
157.6,0.1,0.059833001256376,0.050561710686111,0.003,0,0,0.003
157.7,0.1,0.063243169916426,-0.088390600775492,0.003,0,0,0.003
157.8,0.1,-0.001114735388329,-0.044961116631422,0.003,0,0,0.003
157.9,0.1,0.054703973057295,0.020159906289916,0.003,0,0,0.003
158,0.1,0.007833570182027,0.02743252315133,0.003,0,0,0.003
158.1,0.1,-0.033439610908472,0.109750480671948,0.003,0,0,0.003
158.2,0.1,0.005022994143332,0.095401568838895,0.003,0,0,0.003
158.3,0.1,0.068070776117303,-0.064043241899295,0.003,0,0,0.003
158.4,0.1,-0.016002125555194,0.040503113667115,0.003,0,0,0.003
158.5,0.1,-0.00827973531578,0.048954280369375,0.003,0,0,0.003
158.6,0.1,-0.035088731587878,0.002039299718438,0.003,0,0,0.003
158.7,0.1,0.086139483116841,0.009163273549758,0.003,0,0,0.003
158.8,0.1,0.083113540998747,-0.027438642592344,0.003,0,0,0.003
158.9,0.1,-0.032742848276538,0.094898154266866,0.003,0,0,0.003
159,0.1,0.028637453733866,-0.109676916068955,0.003,0,0,0.003
159.1,0.1,0.067402786915183,-0.019701122626649,0.003,0,0,0.003
159.2,0.1,-0.035901626935048,-0.024049912794048,0.003,0,0,0.003
159.3,0.1,0.021831630503193,0.005580304857725,0.003,0,0,0.003
159.4,0.1,0.055675823925352,0.033384329194047,0.003,0,0,0.003
159.5,0.1,0.074169462874253,-0.061199780500276,0.003,0,0,0.003
159.6,0.1,0.018337362651027,-0.014263587677703,0.003,0,0,0.003
159.7,0.1,-0.008833136303929,0.036776143845003,0.003,0,0,0.003
159.8,0.1,-0.021309529848851,-0.03023957795915,0.003,0,0,0.003
159.9,0.1,-0.016156302253853,0.058366193199245,0.003,0,0,0.003
160,0.1,-0.006461922197114,-0.08333562066077,0.003,0,0,0.003
160.1,0.1,-0.018301413753186,0.034355867644596,0.003,0,0,0.003
160.2,0.1,-0.010109945261453,-0.027116710525788,0.003,0,0,0.003
160.3,0.1,-0.005981519437722,-0.016802762210354,0.003,0,0,0.003
160.4,0.1,-0.001470465758862,0.017368706165262,0.003,0,0,0.003
160.5,0.1,0.022825666231733,-0.044122289720027,0.003,0,0,0.003
160.6,0.1,-0.025526779689454,-0.051291359811885,0.003,0,0,0.003
160.7,0.1,0.066513942547655,-0.009820951824783,0.003,0,0,0.003
160.8,0.1,-0.017429095436379,-0.04847745023409,0.003,0,0,0.003
160.9,0.1,-0.022547503583442,-0.014989723820624,0.003,0,0,0.003
161,0.1,0.05669310694335,-0.000591426539406,0.003,0,0,0.003
161.1,0.1,0.072118140626594,0.038742398348326,0.003,0,0,0.003
161.2,0.1,0.069238738498737,0.003970780354314,0.003,0,0,0.003
161.3,0.1,0.004038469966302,-0.051574219511088,0.003,0,0,0.003
161.4,0.1,-0.042948336615035,0.048911572579079,0.003,0,0,0.003
161.5,0.1,0.048045277773241,-0.107617607904524,0.003,0,0,0.003
161.6,0.1,-0.008282520518519,0.007414757513827,0.003,0,0,0.003
161.7,0.1,-0.027554184217187,0.005635784684302,0.003,0,0,0.003
161.8,0.1,-0.023422590768779,0.030279505539538,0.003,0,0,0.003
161.9,0.1,0.047417296105021,0.042663467286566,0.003,0,0,0.003
162,0.1,0.061139002129738,0.011118949660915,0.003,0,0,0.003
162.1,0.1,0.021461185979503,-0.032365741890346,0.003,0,0,0.003
162.2,0.1,-0.106234192459815,-0.052748126202294,0.003,0,0,0.003
162.3,0.1,0.026786053397118,-0.032190394816564,0.003,0,0,0.003
162.4,0.1,-0.009050885175093,-0.05058396531208,0.003,0,0,0.003
162.5,0.1,-0.036255475166954,0.0238051068789,0.003,0,0,0.003
162.6,0.1,-0.019481874269243,-0.042544881558173,0.003,0,0,0.003
162.7,0.1,0.053290747694426,0.019672863293761,0.003,0,0,0.003
162.8,0.1,-0.027643343574969,-0.080735159126954,0.003,0,0,0.003
162.9,0.1,0.080331577077897,0.010121219228147,0.003,0,0,0.003
163,0.1,0.129339707561524,-0.069452298918591,0.003,0,0,0.003
163.1,0.1,-0.002418129670854,-0.035652028567036,0.003,0,0,0.003
163.2,0.1,-0.031024319121661,0.047729632699503,0.003,0,0,0.003
163.3,0.1,0.018613663736435,0.039372409360218,0.003,0,0,0.003
163.4,0.1,0.066449309811285,0.027493312869531,0.003,0,0,0.003
163.5,0.1,0.042723915571837,0.016109391770631,0.003,0,0,0.003
163.6,0.1,0.029938387091501,-0.053703375942236,0.003,0,0,0.003
163.7,0.1,-0.002014249277104,-0.009180127934428,0.003,0,0,0.003
163.8,0.1,0.061635083464196,0.082748941679414,0.003,0,0,0.003
163.9,0.1,0.089121694645356,0.040461564977512,0.003,0,0,0.003
164,0.1,-0.011917202321371,0.01177923931251,0.003,0,0,0.003
164.1,0.1,-0.018676838249091,0.070383576075631,0.003,0,0,0.003
164.2,0.1,0.009020082277207,-0.03709056868158,0.003,0,0,0.003
164.3,0.1,0.042731728721534,0.054769427626375,0.003,0,0,0.003
164.4,0.1,0.088786436792296,0.01109240248271,0.003,0,0,0.003
164.5,0.1,-0.001486610315602,-0.011285412862733,0.003,0,0,0.003
164.6,0.1,-0.007425492766892,0.096341367295823,0.003,0,0,0.003
